id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
b81bf307-8a6e-4e17-9b0c-ef88501bd1dd,1543824482.0,8,3,12,12-03-2018 08:08,America/New_York,Northeastern University,Theatre District,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,,1.89,1.0,42.3429,-71.1003,45.69,45.69, Foggy , Foggy in the morning. ,0.0,0.0,0.95,1.05,1.05,1543856400,0.7170000000000001,57.42,1543852800,33.6,1543921200,56.75,1543852800,28.23,1543914000, fog ,44.36,1000.79,202,1.0,0,0.7170000000000001,294.4,1543838263,1543871634,0.89,0.0004,1543852800,42.86,1543896000,57.42,1543852800,39.73,1543896000,56.75,1543852800
83fe4873-3b0e-4c99-a7fa-d98c27fed652,1543854487.0,16,3,12,12-03-2018 16:28,America/New_York,North End,West End,Lyft,lyft_luxsuv,Lux Black XL,27.5,1.24,1.0,42.2148,-71.033,57.22,57.22, Partly Cloudy , Foggy in the morning. ,0.0,0.0,0.69,7.85,10.25,1543860000,10.0,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, partly-cloudy-day ,47.14,999.27,242,0.2,2,10.0,300.6,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
fcd72e37-982b-4d8e-8403-7114bda8ebe3,1543831083.0,9,3,12,12-03-2018 09:58,America/New_York,West End,Boston University,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,9.5,2.8,1.0,42.2148,-71.033,48.11,48.11, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.38,2.38,1543860000,2.678,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, cloudy ,46.56,999.6,211,1.0,0,2.678,296.3,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
2af04f69-3d25-48f6-ae6e-3b6a90f93ca1,1543802884.0,2,3,12,12-03-2018 02:08,America/New_York,South Station,Financial District,Lyft,lyft_premier,Lux,11.0,0.61,1.0,42.3519,-71.0643,46.78,46.78, Overcast , Light rain until evening. ,0.0,0.0,0.96,2.99,2.99,1543755600,3.036,51.12,1543788000,44.96,1543816800,50.45,1543788000,45.61,1543816800, cloudy ,45.78,1002.75,317,1.0,0,3.036,288.3,1543751794,1543785238,0.86,0.0903,1543770000,36.29,1543726800,51.12,1543788000,35.71,1543748400,50.45,1543788000
a287b90d-abfb-4ddc-b0d8-ab0a4a03dfb0,1543849079.0,14,3,12,12-03-2018 14:57,America/New_York,Theatre District,Fenway,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,7.0,1.12,1.0,42.3519,-71.0551,52.45,52.45, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.87,4.95,4.95,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, partly-cloudy-day ,48.63,999.97,236,0.81,1,10.0,301.0,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
d16a342c-b05e-42d7-b73c-e6faf6fff267,1543846677.0,14,3,12,12-03-2018 14:17,America/New_York,Theatre District,Fenway,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,21.5,2.66,1.0,42.3519,-71.0551,52.45,52.45, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.87,4.95,4.95,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, partly-cloudy-day ,48.63,999.97,236,0.81,1,10.0,301.0,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
8078ee16-6b4a-4d82-9869-df75553b5005,1543849081.0,14,3,12,12-03-2018 14:58,America/New_York,North Station,Fenway,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,25.0,3.05,1.0,42.3519,-71.0551,52.45,52.45, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.87,4.95,4.95,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, partly-cloudy-day ,48.63,999.97,236,0.81,1,10.0,301.0,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
80ba85fc-1488-491c-87ca-5e6fc95cc500,1543859585.0,17,3,12,12-03-2018 17:53,America/New_York,South Station,Financial District,Lyft,lyft_premier,Lux,10.5,0.57,1.0,42.3505,-71.1054,54.59,54.59, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.63,9.43,15.07,1543856400,10.0,56.89,1543852800,33.73,1543921200,56.22,1543852800,28.72,1543914000, partly-cloudy-day ,42.08,998.9,286,0.83,1,10.0,304.1,1543838265,1543871633,0.89,0.0004,1543852800,43.1,1543896000,56.89,1543852800,40.05,1543896000,56.22,1543852800
13dd59f5-4f7d-4aff-9e20-170af6c09916,1543864081.0,19,3,12,12-03-2018 19:08,America/New_York,Back Bay,North End,Lyft,lyft,Lyft,11.0,2.66,1.0,42.3398,-71.0892,53.34,53.34, Overcast , Foggy in the morning. ,0.0,0.0,0.5,7.32,8.99,1543856400,10.0,57.52,1543852800,33.58,1543921200,56.85,1543852800,28.06,1543914000, cloudy ,35.04,999.71,289,0.89,0,10.0,313.1,1543838259,1543871631,0.89,0.0004,1543852800,42.83,1543896000,57.52,1543852800,39.65,1543896000,56.85,1543852800
e04188e6-770c-4b71-b8aa-a4ee812be510,1543796887.0,0,3,12,12-03-2018 00:28,America/New_York,Financial District,Boston University,Lyft,lyft,Lyft,26.0,5.11,1.75,42.3647,-71.0542,48.45,48.45, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.74,3.14,1543755600,6.638999999999999,50.99,1543788000,45.04,1543816800,50.32,1543788000,45.69,1543816800, cloudy ,47.14,1002.76,286,1.0,0,6.638999999999999,287.9,1543751794,1543785233,0.86,0.0888,1543770000,36.6,1543726800,50.99,1543788000,35.85,1543748400,50.32,1543788000
5bc4ac9b-a99f-4046-9f1b-6e279e81a70f,1543860182.0,18,3,12,12-03-2018 18:03,America/New_York,North End,West End,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,,1.16,1.0,42.3519,-71.0551,54.62,54.62, Overcast , Foggy in the morning. ,0.0,0.0,0.51,11.12,13.65,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, cloudy ,37.03,999.16,284,0.98,1,10.0,309.1,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
0365bd42-4f89-44df-82cb-67f6d4ff76d2,1543870979.0,21,3,12,12-03-2018 21:02,America/New_York,West End,North End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,17.0,1.23,1.0,42.3519,-71.0643,50.43,50.43, Partly Cloudy , Foggy in the morning. ,0.0,0.0,0.5,7.21,10.33,1543856400,9.972000000000001,57.27,1543852800,33.63,1543921200,56.6,1543852800,27.99,1543914000, partly-cloudy-night ,32.42,1000.65,284,0.33,0,9.972000000000001,317.9,1543838256,1543871623,0.89,0.0005,1543852800,42.83,1543896000,57.27,1543852800,39.51,1543896000,56.6,1543852800
24dd51de-0e04-47bb-857b-98fc82136fce,1543801378.0,1,3,12,12-03-2018 01:42,America/New_York,Financial District,South Station,Lyft,lyft_premier,Lux,10.5,0.47,1.0,42.3647,-71.0542,47.93,47.93, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.7,3.62,1543755600,4.315,50.99,1543788000,45.04,1543816800,50.32,1543788000,45.69,1543816800, cloudy ,46.66,1002.81,299,1.0,0,4.315,288.1,1543751794,1543785233,0.86,0.0888,1543770000,36.6,1543726800,50.99,1543788000,35.85,1543748400,50.32,1543788000
85379c92-dcb4-4989-a5b7-46dac05f168c,1543818182.0,6,3,12,12-03-2018 06:23,America/New_York,South Station,North Station,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,,1.84,1.0,42.3503,-71.081,45.58,45.58, Foggy , Foggy in the morning. ,0.0,0.0,0.96,1.25,2.09,1543856400,1.413,57.02,1543852800,33.74,1543921200,56.35,1543852800,28.53,1543914000, fog ,44.5,1001.06,307,1.0,0,1.413,290.9,1543838259,1543871628,0.89,0.0004,1543852800,43.09,1543896000,57.02,1543852800,39.9,1543896000,56.35,1543852800
83c31ea0-5ada-4be3-ba88-3672415e0198,1543837683.0,11,3,12,12-03-2018 11:48,America/New_York,South Station,Back Bay,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,9.0,3.53,1.0,42.3644,-71.0661,47.87,47.87, Overcast , Foggy in the morning. ,0.0,0.0,0.93,2.77,4.54,1543856400,2.069,57.08,1543852800,33.68,1543921200,56.41,1543852800,28.12,1543914000, cloudy ,46.01,1000.3,250,1.0,0,2.069,300.5,1543838258,1543871621,0.89,0.0004,1543852800,42.86,1543896000,57.08,1543852800,39.54,1543896000,56.41,1543852800
c105c7fe-a724-4cfd-90e5-ecdaf5d5cf44,1543840385.0,12,3,12,12-03-2018 12:33,America/New_York,Financial District,Haymarket Square,Lyft,lyft_premier,Lux,13.5,0.94,1.0,42.3661,-71.0631,48.63,47.56, Overcast , Foggy in the morning. ,0.0,0.0,0.92,3.65,5.27,1543856400,4.7669999999999995,57.04,1543852800,33.72,1543921200,56.37,1543852800,28.18,1543914000, cloudy ,46.37,1000.12,224,0.95,0,4.7669999999999995,302.0,1543838258,1543871620,0.89,0.0004,1543852800,42.91,1543896000,57.04,1543852800,39.59,1543896000,56.37,1543852800
aa927d73-4e0b-49f2-87d5-955e0bf9c44e,1543804987.0,2,3,12,12-03-2018 02:43,America/New_York,Financial District,Northeastern University,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,36.0,2.45,1.0,42.3519,-71.0643,46.78,46.78, Overcast , Light rain until evening. ,0.0,0.0,0.96,2.99,2.99,1543755600,3.036,51.12,1543788000,44.96,1543816800,50.45,1543788000,45.61,1543816800, cloudy ,45.78,1002.75,317,1.0,0,3.036,288.3,1543751794,1543785238,0.86,0.0903,1543770000,36.29,1543726800,51.12,1543788000,35.71,1543748400,50.45,1543788000
b90e7739-a45b-4894-94cf-bd3f6cf25d16,1543828680.0,9,3,12,12-03-2018 09:17,America/New_York,Back Bay,Northeastern University,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,,1.22,1.0,42.2148,-71.033,48.11,48.11, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.38,2.38,1543860000,2.678,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, cloudy ,46.56,999.6,211,1.0,0,2.678,296.3,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
80656af8-ab83-470f-8726-70be3cec0523,1543801081.0,1,3,12,12-03-2018 01:38,America/New_York,Theatre District,South Station,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,7.0,0.55,1.0,42.3647,-71.0542,47.93,47.93, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.7,3.62,1543755600,4.315,50.99,1543788000,45.04,1543816800,50.32,1543788000,45.69,1543816800, cloudy ,46.66,1002.81,299,1.0,0,4.315,288.1,1543751794,1543785233,0.86,0.0888,1543770000,36.6,1543726800,50.99,1543788000,35.85,1543748400,50.32,1543788000
4d1efd4e-ccb7-4c90-bcc5-09b8680dc436,1543807980.0,3,3,12,12-03-2018 03:33,America/New_York,Haymarket Square,North Station,Lyft,lyft_luxsuv,Lux Black XL,26.0,0.42,1.0,42.2148,-71.033,48.12,48.12, Overcast , Rain throughout the day. ,0.002,0.1,0.95,2.56,2.56,1543755600,4.73,52.86,1543788000,46.6,1543824000,52.19,1543788000,47.25,1543824000, cloudy ,46.76,1002.35,294,1.0,0,4.73,287.8,1543751761,1543785256,0.86,0.1055,1543770000,36.35,1543726800,52.86,1543788000,35.33,1543744800,52.19,1543788000
428c6bcd-727c-4c62-98a4-8bbeaca3af4a,1543858379.0,17,3,12,12-03-2018 17:32,America/New_York,Back Bay,Northeastern University,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,23.0,1.1,1.0,42.3505,-71.1054,54.59,54.59, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.63,9.43,15.07,1543856400,10.0,56.89,1543852800,33.73,1543921200,56.22,1543852800,28.72,1543914000, partly-cloudy-day ,42.08,998.9,286,0.83,1,10.0,304.1,1543838265,1543871633,0.89,0.0004,1543852800,43.1,1543896000,56.89,1543852800,40.05,1543896000,56.22,1543852800
9ac78064-3340-4cc3-bac9-a1e76f8d85cf,1543863479.0,18,3,12,12-03-2018 18:57,America/New_York,West End,South Station,Lyft,lyft_lux,Lux Black,22.5,1.73,1.0,42.3519,-71.0551,54.62,54.62, Overcast , Foggy in the morning. ,0.0,0.0,0.51,11.12,13.65,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, cloudy ,37.03,999.16,284,0.98,1,10.0,309.1,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
1c391837-8de1-4f17-95ad-83f1045293db,1543860176.0,18,3,12,12-03-2018 18:02,America/New_York,North End,Theatre District,Lyft,lyft_plus,Lyft XL,16.5,1.57,1.0,42.3519,-71.0551,54.62,54.62, Overcast , Foggy in the morning. ,0.0,0.0,0.51,11.12,13.65,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, cloudy ,37.03,999.16,284,0.98,1,10.0,309.1,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
e6aa99da-27b1-4573-89a9-03cf0e80a187,1543818779.0,6,3,12,12-03-2018 06:32,America/New_York,South Station,Back Bay,Lyft,lyft_line,Shared,7.0,2.6,1.0,42.3503,-71.081,45.58,45.58, Foggy , Foggy in the morning. ,0.0,0.0,0.96,1.25,2.09,1543856400,1.413,57.02,1543852800,33.74,1543921200,56.35,1543852800,28.53,1543914000, fog ,44.5,1001.06,307,1.0,0,1.413,290.9,1543838259,1543871628,0.89,0.0004,1543852800,43.09,1543896000,57.02,1543852800,39.9,1543896000,56.35,1543852800
26b8d951-165d-48a0-a7a1-7cea01b1017d,1543805284.0,2,3,12,12-03-2018 02:48,America/New_York,Back Bay,North End,Lyft,lyft_plus,Lyft XL,34.0,2.99,2.0,42.3519,-71.0643,46.78,46.78, Overcast , Light rain until evening. ,0.0,0.0,0.96,2.99,2.99,1543755600,3.036,51.12,1543788000,44.96,1543816800,50.45,1543788000,45.61,1543816800, cloudy ,45.78,1002.75,317,1.0,0,3.036,288.3,1543751794,1543785238,0.86,0.0903,1543770000,36.29,1543726800,51.12,1543788000,35.71,1543748400,50.45,1543788000
ad7660e9-6c4c-4097-bf5c-ecf2976f878a,1543810678.0,4,3,12,12-03-2018 04:17,America/New_York,Back Bay,Fenway,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,8.0,1.34,1.0,42.2148,-71.033,47.71,47.71, Overcast , Rain throughout the day. ,0.0013,0.14,0.94,2.45,2.45,1543755600,4.031000000000001,52.86,1543788000,46.6,1543824000,52.19,1543788000,47.25,1543824000, cloudy ,45.93,1001.59,278,1.0,0,4.031000000000001,288.4,1543751761,1543785256,0.86,0.1055,1543770000,36.35,1543726800,52.86,1543788000,35.33,1543744800,52.19,1543788000
a52e92f6-1a42-4468-bb47-34c070e46b46,1543879377.0,23,3,12,12-03-2018 23:22,America/New_York,North End,Beacon Hill,Lyft,lyft_luxsuv,Lux Black XL,27.5,1.83,1.0,42.2148,-71.033,47.25,44.57, Clear , Foggy in the morning. ,0.0,0.0,0.57,5.68,8.16,1543860000,10.0,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, clear-night ,32.76,1001.76,267,0.04,0,10.0,320.6,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
43685779-5c89-4a54-a995-22b6af945039,1543831978.0,10,3,12,12-03-2018 10:12,America/New_York,Financial District,Haymarket Square,Lyft,lyft,Lyft,7.0,1.27,1.0,42.2148,-71.033,48.43,48.43, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.74,2.74,1543860000,3.7289999999999996,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, cloudy ,46.7,999.67,213,1.0,0,3.7289999999999996,296.7,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
c1a6f82e-a9bb-4ee1-8b95-826ca264e961,1543878482.0,23,3,12,12-03-2018 23:08,America/New_York,Beacon Hill,North End,Lyft,lyft_line,Shared,7.0,1.52,1.0,42.2148,-71.033,47.25,44.57, Clear , Foggy in the morning. ,0.0,0.0,0.57,5.68,8.16,1543860000,10.0,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, clear-night ,32.76,1001.76,267,0.04,0,10.0,320.6,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
97478472-d051-4daf-9ca3-8144c4fecce9,1543874280.0,21,3,12,12-03-2018 21:58,America/New_York,Haymarket Square,Financial District,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,,0.99,1.0,42.3519,-71.0643,50.43,50.43, Partly Cloudy , Foggy in the morning. ,0.0,0.0,0.5,7.21,10.33,1543856400,9.972000000000001,57.27,1543852800,33.63,1543921200,56.6,1543852800,27.99,1543914000, partly-cloudy-night ,32.42,1000.65,284,0.33,0,9.972000000000001,317.9,1543838256,1543871623,0.89,0.0005,1543852800,42.83,1543896000,57.27,1543852800,39.51,1543896000,56.6,1543852800
fda8e4f7-69ff-4d0d-ac24-7ffd919a964e,1543828981.0,9,3,12,12-03-2018 09:23,America/New_York,Fenway,Beacon Hill,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,9.0,2.46,1.0,42.2148,-71.033,48.11,48.11, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.38,2.38,1543860000,2.678,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, cloudy ,46.56,999.6,211,1.0,0,2.678,296.3,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
edc6ae65-b86d-4a7d-ab28-44c5ac8037fd,1543881480.0,23,3,12,12-03-2018 23:57,America/New_York,North End,Back Bay,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,15.0,2.34,1.0,42.2148,-71.033,47.25,44.57, Clear , Foggy in the morning. ,0.0,0.0,0.57,5.68,8.16,1543860000,10.0,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, clear-night ,32.76,1001.76,267,0.04,0,10.0,320.6,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
8792dc2e-d265-44a6-bfb3-95dd13bade33,1543830782.0,9,3,12,12-03-2018 09:53,America/New_York,Northeastern University,West End,Lyft,lyft,Lyft,10.5,2.83,1.0,42.2148,-71.033,48.11,48.11, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.38,2.38,1543860000,2.678,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, cloudy ,46.56,999.6,211,1.0,0,2.678,296.3,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
d48a3ad9-67cd-43cc-a843-35dff67c1792,1543846679.0,14,3,12,12-03-2018 14:17,America/New_York,South Station,North Station,Lyft,lyft_premier,Lux,16.5,1.91,1.0,42.3519,-71.0551,52.45,52.45, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.87,4.95,4.95,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, partly-cloudy-day ,48.63,999.97,236,0.81,1,10.0,301.0,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
12a58add-0673-4424-a22a-84b68256d03a,1543796579.0,0,3,12,12-03-2018 00:22,America/New_York,Fenway,North Station,Lyft,lyft,Lyft,11.0,3.23,1.0,42.3647,-71.0542,48.45,48.45, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.74,3.14,1543755600,6.638999999999999,50.99,1543788000,45.04,1543816800,50.32,1543788000,45.69,1543816800, cloudy ,47.14,1002.76,286,1.0,0,6.638999999999999,287.9,1543751794,1543785233,0.86,0.0888,1543770000,36.6,1543726800,50.99,1543788000,35.85,1543748400,50.32,1543788000
0c3dbf81-04d4-4621-a2ea-d340386dcb4b,1543813976.0,5,3,12,12-03-2018 05:12,America/New_York,North Station,Boston University,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,10.5,3.01,1.0,42.3398,-71.0892,45.78,45.78, Foggy , Foggy in the morning. ,0.0,0.0,0.94,1.71,2.44,1543856400,1.46,57.52,1543852800,33.58,1543921200,56.85,1543852800,28.06,1543914000, fog ,44.22,1001.35,276,1.0,0,1.46,289.6,1543838259,1543871631,0.89,0.0004,1543852800,42.83,1543896000,57.52,1543852800,39.65,1543896000,56.85,1543852800
41c2c66e-9f58-457f-a4f0-fa0120882501,1543830176.0,9,3,12,12-03-2018 09:42,America/New_York,South Station,Theatre District,Lyft,lyft_line,Shared,5.0,1.14,1.0,42.2148,-71.033,48.11,48.11, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.38,2.38,1543860000,2.678,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, cloudy ,46.56,999.6,211,1.0,0,2.678,296.3,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
7a1d2462-9aff-46c3-bce8-3fda6ff18112,1543858683.0,17,3,12,12-03-2018 17:38,America/New_York,West End,Boston University,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,11.0,2.8,1.0,42.3505,-71.1054,54.59,54.59, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.63,9.43,15.07,1543856400,10.0,56.89,1543852800,33.73,1543921200,56.22,1543852800,28.72,1543914000, partly-cloudy-day ,42.08,998.9,286,0.83,1,10.0,304.1,1543838265,1543871633,0.89,0.0004,1543852800,43.1,1543896000,56.89,1543852800,40.05,1543896000,56.22,1543852800
d60cdd91-7952-4134-8a64-f09d2fbf7103,1543861083.0,18,3,12,12-03-2018 18:18,America/New_York,North Station,South Station,Lyft,lyft,Lyft,9.0,2.09,1.0,42.3519,-71.0551,54.62,54.62, Overcast , Foggy in the morning. ,0.0,0.0,0.51,11.12,13.65,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, cloudy ,37.03,999.16,284,0.98,1,10.0,309.1,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
152d5a3b-f2f8-43e1-94a0-cdfd83698b91,1543857778.0,17,3,12,12-03-2018 17:22,America/New_York,Northeastern University,Beacon Hill,Lyft,lyft_lux,Lux Black,22.5,2.36,1.0,42.3505,-71.1054,54.59,54.59, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.63,9.43,15.07,1543856400,10.0,56.89,1543852800,33.73,1543921200,56.22,1543852800,28.72,1543914000, partly-cloudy-day ,42.08,998.9,286,0.83,1,10.0,304.1,1543838265,1543871633,0.89,0.0004,1543852800,43.1,1543896000,56.89,1543852800,40.05,1543896000,56.22,1543852800
9fab54a6-53cd-4e1e-b87e-088ae7cce8b4,1543799582.0,1,3,12,12-03-2018 01:13,America/New_York,Boston University,West End,Lyft,lyft_luxsuv,Lux Black XL,32.5,3.15,1.0,42.3647,-71.0542,47.93,47.93, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.7,3.62,1543755600,4.315,50.99,1543788000,45.04,1543816800,50.32,1543788000,45.69,1543816800, cloudy ,46.66,1002.81,299,1.0,0,4.315,288.1,1543751794,1543785233,0.86,0.0888,1543770000,36.6,1543726800,50.99,1543788000,35.85,1543748400,50.32,1543788000
24235ff7-f8a3-482e-8a44-eaa6fc4b49c7,1543797476.0,0,3,12,12-03-2018 00:37,America/New_York,Theatre District,South Station,Lyft,lyft_plus,Lyft XL,11.0,0.59,1.0,42.3647,-71.0542,48.45,48.45, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.74,3.14,1543755600,6.638999999999999,50.99,1543788000,45.04,1543816800,50.32,1543788000,45.69,1543816800, cloudy ,47.14,1002.76,286,1.0,0,6.638999999999999,287.9,1543751794,1543785233,0.86,0.0888,1543770000,36.6,1543726800,50.99,1543788000,35.85,1543748400,50.32,1543788000
f7919b58-01a3-47d9-985d-440a09aab08c,1543826277.0,8,3,12,12-03-2018 08:37,America/New_York,Beacon Hill,Northeastern University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,16.0,1.97,1.0,42.3429,-71.1003,45.69,45.69, Foggy , Foggy in the morning. ,0.0,0.0,0.95,1.05,1.05,1543856400,0.7170000000000001,57.42,1543852800,33.6,1543921200,56.75,1543852800,28.23,1543914000, fog ,44.36,1000.79,202,1.0,0,0.7170000000000001,294.4,1543838263,1543871634,0.89,0.0004,1543852800,42.86,1543896000,57.42,1543852800,39.73,1543896000,56.75,1543852800
f3eda285-94c1-498d-b1ca-d9c0557e6b65,1543832878.0,10,3,12,12-03-2018 10:27,America/New_York,Northeastern University,Beacon Hill,Lyft,lyft_plus,Lyft XL,13.5,2.44,1.0,42.2148,-71.033,48.43,48.43, Overcast , Foggy in the morning. ,0.0,0.0,0.94,2.74,2.74,1543860000,3.7289999999999996,57.87,1543852800,32.8,1543921200,57.2,1543852800,27.22,1543914000, cloudy ,46.7,999.67,213,1.0,0,3.7289999999999996,296.7,1543838223,1543871641,0.89,0.0007,1543852800,42.96,1543896000,57.87,1543852800,39.41,1543896000,57.2,1543852800
4ad46928-589c-4658-8b0c-cd314355f465,1543863182.0,18,3,12,12-03-2018 18:53,America/New_York,North End,North Station,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,15.0,1.03,1.0,42.3519,-71.0551,54.62,54.62, Overcast , Foggy in the morning. ,0.0,0.0,0.51,11.12,13.65,1543856400,10.0,57.27,1543852800,33.67,1543921200,56.6,1543852800,28.0,1543914000, cloudy ,37.03,999.16,284,0.98,1,10.0,309.1,1543838253,1543871621,0.89,0.0005,1543852800,42.89,1543896000,57.27,1543852800,39.54,1543896000,56.6,1543852800
